tick,router_id,flit_in,flit_out,avg_wait,max_wait,buffer_occ,active_vcs,stalls,credits,crossbar,io_ratio,sw_in_arb,sw_out_arb,empty_vcs,total_wait,min_cred,max_cred,credit_sends
1725500,7,26,0,472.22,4500.00,0,0,12,120,47801,0.0000,1461,1418,60,28333.33,1,4,27
1726500,5,39,0,439.47,4900.00,1,2,15,139,84357,0.0000,1917,1855,71,31641.67,1,4,40
1726500,11,45,0,612.22,5500.00,1,1,22,120,73883,0.0000,1405,1364,59,36733.33,1,4,41
1728500,6,40,0,565.97,5000.00,0,1,20,141,97936,0.0000,1789,1709,72,40750.00,1,4,40
1728500,4,62,0,938.06,6900.00,0,0,15,120,89513,0.0000,1446,1383,60,56283.33,1,4,61
1732500,8,58,0,873.33,6500.00,1,1,18,120,94784,0.0000,1447,1398,59,52400.00,1,4,58
1739500,13,44,0,522.76,6050.00,0,0,26,120,99825,0.0000,1583,1559,60,31365.38,1,4,45
1751500,2,42,0,506.67,5100.00,0,0,19,116,71255,0.0000,1422,1366,60,30400.00,1,4,42
1752500,0,23,0,443.40,7850.00,1,1,14,96,32790,0.0000,1043,1034,47,21283.33,1,4,22
1757500,3,18,0,431.25,7100.00,1,1,13,96,29198,0.0000,1071,1051,47,20700.00,1,4,17
1761500,12,36,0,625.00,7000.00,1,1,18,94,54399,0.0000,1090,1063,47,30000.00,1,4,36
1761500,15,36,0,701.04,6500.00,1,1,22,96,58383,0.0000,1096,1080,47,33650.00,1,4,36
1763500,1,110,0,641.67,7100.00,0,0,10,120,133561,0.0000,1523,1464,60,38500.00,1,4,50
1764500,9,67,0,608.80,5133.33,1,1,21,143,125177,0.0000,1972,1867,71,43833.33,0,4,62
1769500,10,60,0,600.69,4100.00,0,0,21,142,122671,0.0000,1863,1759,72,43250.00,1,4,59
1772500,14,49,0,497.22,4000.00,0,0,24,120,100513,0.0000,1594,1545,60,29833.33,1,4,50
1776500,5,60,0,534.69,6100.00,1,1,24,141,124156,0.0000,1977,1905,71,38497.92,1,4,50
1776500,7,19,0,495.00,6100.00,0,0,14,120,44289,0.0000,1480,1437,60,29700.00,1,4,19
1778500,4,47,0,676.67,5600.00,1,1,17,119,70100,0.0000,1492,1420,59,40600.00,0,4,37
1778500,6,33,0,448.61,4600.00,2,2,21,144,86209,0.0000,1820,1740,70,32300.00,1,4,31
1785500,8,32,0,648.33,5100.00,1,1,15,120,59405,0.0000,1479,1430,59,38900.00,1,4,32
1786500,11,34,0,625.00,5100.00,1,1,22,120,74614,0.0000,1439,1397,59,37500.00,1,4,33
1790500,13,41,0,438.33,6300.00,1,1,20,120,94862,0.0000,1623,1599,59,26300.00,1,4,40
1801500,2,46,0,593.33,5100.00,1,1,26,120,88842,0.0000,1467,1411,59,35600.00,1,4,45
1802500,0,35,0,588.19,5100.00,1,1,19,96,53658,0.0000,1078,1069,47,28233.33,1,4,35
1809500,3,11,0,356.25,5100.00,1,1,10,96,22205,0.0000,1082,1062,47,17100.00,1,4,11
1811500,12,25,0,479.43,4600.00,2,2,16,93,42999,0.0000,1114,1087,46,23012.50,0,4,24
1815500,9,60,0,524.31,5166.67,0,0,21,144,125095,0.0000,2032,1919,72,37750.00,1,4,52
1817500,1,38,0,408.33,4500.00,1,1,21,120,78670,0.0000,1560,1501,59,24500.00,1,4,37
1821500,10,32,0,415.28,4100.00,3,3,17,144,79879,0.0000,1892,1788,69,29900.00,1,4,29
1822500,15,18,0,350.00,8100.00,1,1,14,96,34893,0.0000,1114,1098,47,16800.00,1,4,18
1827500,5,45,0,627.78,4600.00,1,1,22,144,119615,0.0000,2022,1950,71,45200.00,1,4,45
1828500,4,34,0,719.17,7500.00,0,1,15,117,61796,0.0000,1527,1455,60,43150.00,1,4,35
1828500,6,74,0,647.31,5300.00,1,1,22,144,138692,0.0000,1895,1812,71,46606.67,1,4,72
1829500,7,55,0,625.56,5300.00,1,1,27,120,103803,0.0000,1534,1491,59,37533.33,1,4,54
1831500,14,19,0,271.67,5000.00,1,1,15,120,51317,0.0000,1612,1563,59,16300.00,1,4,18
1837500,11,26,0,343.33,6500.00,1,1,16,120,55027,0.0000,1465,1423,59,20600.00,1,4,26
1840500,8,31,0,453.89,5800.00,1,1,19,120,69448,0.0000,1510,1461,59,27233.33,1,4,31
1841500,13,22,0,308.33,4300.00,1,1,15,120,57989,0.0000,1645,1620,59,18500.00,1,4,21
1851500,2,28,0,496.67,6000.00,0,0,13,120,57089,0.0000,1496,1440,60,29800.00,1,4,29
1853000,0,25,0,652.08,6100.00,0,0,17,96,44375,0.0000,1104,1094,48,31300.00,1,4,25
1862500,3,29,0,705.56,6300.00,1,1,15,96,39863,0.0000,1111,1091,47,33866.67,1,4,29
1865500,12,14,0,496.88,6750.00,1,1,12,96,28463,0.0000,1129,1101,47,23850.00,1,4,14
1865500,9,30,0,370.83,5300.00,1,1,13,144,75376,0.0000,2060,1947,71,26700.00,1,4,28
1867500,1,23,0,373.33,3100.00,2,2,15,120,52967,0.0000,1582,1523,58,22400.00,1,4,22
1871500,10,29,0,398.61,4000.00,1,1,13,144,72196,0.0000,1923,1819,71,28700.00,1,4,31
1872500,15,40,0,580.90,5833.33,0,1,18,91,55839,0.0000,1155,1139,48,27883.33,0,4,41
1877500,5,55,0,565.97,4600.00,2,2,16,144,118352,0.0000,2075,1995,70,40750.00,1,4,45
1878500,4,36,0,701.02,7111.11,1,2,17,114,66121,0.0000,1562,1490,59,42061.11,0,4,35
1879000,6,33,0,311.81,4250.00,0,0,21,144,98807,0.0000,1929,1846,72,22450.00,1,4,34
1880500,7,32,0,502.50,4600.00,0,0,20,120,72354,0.0000,1567,1524,60,30150.00,1,4,33
1884500,14,42,0,407.22,5000.00,1,1,20,120,83893,0.0000,1654,1603,59,24433.33,1,4,40
1888500,11,49,0,668.33,5000.00,1,1,24,120,95620,0.0000,1514,1471,59,40100.00,1,4,48
1891000,8,47,0,731.94,6300.00,0,0,18,118,83181,0.0000,1558,1508,60,43916.67,1,4,47
1891500,13,75,0,589.72,6050.00,1,1,24,118,135438,0.0000,1718,1684,59,35383.33,0,4,64
1901500,2,39,0,465.83,4250.00,0,1,17,117,72904,0.0000,1535,1477,60,27950.00,1,4,37
1903000,0,26,0,616.67,6100.00,0,0,12,95,38810,0.0000,1130,1120,48,29600.00,1,4,26
1913500,3,42,0,725.00,5600.00,0,0,23,96,73420,0.0000,1154,1134,48,34800.00,1,4,43
1915500,12,67,0,642.01,7000.00,1,1,18,95,77031,0.0000,1196,1158,47,30816.67,1,4,57
1915500,9,54,0,528.94,5400.00,1,2,19,141,124379,0.0000,2114,1999,71,38083.33,1,4,52
1917500,1,59,0,658.49,6100.00,1,1,10,117,80499,0.0000,1635,1573,59,39509.52,1,4,50
1921500,10,57,0,439.02,5142.86,0,1,18,141,123775,0.0000,1981,1872,72,31609.52,1,4,53
1922500,15,20,0,477.08,5100.00,2,2,15,96,37880,0.0000,1173,1157,46,22900.00,1,4,18
1927500,5,105,0,785.88,5850.00,1,1,19,140,165390,0.0000,2177,2082,71,56583.33,0,4,87
1929000,6,75,0,672.02,4600.00,2,3,20,140,143058,0.0000,2002,1918,70,48385.50,1,4,72
1930500,7,23,0,538.33,6100.00,1,1,11,120,39957,0.0000,1589,1546,59,32300.00,1,4,22
1932500,4,48,0,816.94,6000.00,1,1,18,120,89436,0.0000,1610,1537,59,49016.67,1,4,47
1934500,14,60,0,802.92,6700.00,1,1,21,118,116136,0.0000,1714,1663,59,48175.00,0,4,60
1938500,11,30,0,542.50,7100.00,0,0,17,120,71423,0.0000,1545,1502,60,32550.00,1,4,31
1941500,13,54,0,617.50,4100.00,0,0,22,120,124878,0.0000,1773,1736,60,37050.00,1,4,52
1944500,8,32,0,562.50,6700.00,1,1,18,120,73226,0.0000,1589,1539,59,33750.00,1,4,31
1951500,2,43,0,420.10,4100.00,0,0,20,118,86873,0.0000,1578,1518,60,25206.25,1,4,41
1953000,0,37,0,545.29,6000.00,1,1,19,94,55859,0.0000,1166,1156,47,26173.68,1,4,36
1964000,3,32,0,657.29,5250.00,0,0,17,94,55182,0.0000,1186,1166,48,31550.00,1,4,32
1965500,9,68,0,657.64,5500.00,0,0,17,141,133780,0.0000,2182,2059,72,47350.00,1,4,60
1966000,12,30,0,582.64,6166.67,1,1,16,95,50450,0.0000,1226,1188,47,27966.67,1,4,30
1967500,1,48,0,717.78,5700.00,1,1,21,116,106846,0.0000,1683,1621,59,43066.67,0,4,48
1971500,10,63,0,634.90,5100.00,0,1,21,141,131126,0.0000,2044,1933,72,45713.10,0,4,61
1975500,15,25,0,582.64,6000.00,1,1,13,96,43361,0.0000,1199,1183,47,27966.67,1,4,26
1977500,5,48,0,570.14,4100.00,0,0,19,142,134736,0.0000,2226,2131,72,41050.00,0,4,49
1979000,6,48,0,612.73,5000.00,0,0,15,142,110679,0.0000,2052,1967,72,44116.67,0,4,49
1980500,7,40,0,723.06,6600.00,1,1,19,118,84613,0.0000,1629,1586,59,43383.33,1,4,40
1982500,4,48,0,677.92,6600.00,0,0,18,120,90485,0.0000,1659,1583,60,40675.00,1,4,46
1984500,14,51,0,666.51,5000.00,1,1,26,116,121430,0.0000,1765,1714,59,39990.48,1,4,51
1991500,13,44,0,618.33,5100.00,2,2,20,120,94813,0.0000,1815,1778,58,37100.00,1,4,42
1991500,11,38,0,711.11,7600.00,1,1,16,120,71465,0.0000,1582,1539,59,42666.67,1,4,37
2003500,8,61,0,797.92,7600.00,1,1,22,120,109978,0.0000,1650,1599,59,47875.00,1,4,60
2003500,2,74,0,926.39,6000.00,1,1,17,120,95833,0.0000,1640,1572,59,55583.33,1,4,54
2010500,0,33,0,636.55,5600.00,1,1,14,96,51635,0.0000,1199,1189,47,30554.55,1,4,33
2015500,9,53,0,473.50,4000.00,1,1,25,141,146064,0.0000,2234,2111,71,34091.67,1,4,52
2016000,12,25,0,653.12,10500.00,1,2,17,93,49178,0.0000,1251,1213,47,31350.00,1,4,25
2017500,1,43,0,509.37,5428.57,2,2,20,117,90393,0.0000,1725,1663,58,30561.90,1,4,42
2018500,3,20,0,339.58,5700.00,1,1,11,96,30528,0.0000,1202,1181,47,16300.00,1,4,15
2021500,10,66,0,571.02,4600.00,2,2,22,139,131350,0.0000,2107,1990,70,41113.73,0,4,57
2025500,15,23,0,422.92,4000.00,1,1,16,96,46638,0.0000,1222,1206,47,20300.00,1,4,23
2027500,5,53,0,490.67,5100.00,3,3,22,140,131191,0.0000,2276,2177,69,35328.57,1,4,46
2029000,6,63,0,723.53,5500.00,1,2,17,139,127417,0.0000,2109,2023,71,52094.44,1,4,56
2030500,7,30,0,456.11,5500.00,1,2,17,117,67105,0.0000,1655,1611,59,27366.67,1,4,25
2034500,4,36,0,733.33,6000.00,1,1,20,120,83240,0.0000,1694,1618,59,44000.00,1,4,35
2035500,14,56,0,609.38,5600.00,1,1,19,120,113156,0.0000,1821,1769,59,36562.50,1,4,55
2042000,11,18,0,356.67,4100.00,0,0,9,117,40284,0.0000,1601,1558,60,21400.00,1,4,19
2044500,13,33,0,496.67,4100.00,1,1,18,120,84379,0.0000,1849,1812,59,29800.00,1,4,34
2053500,8,65,0,801.39,7700.00,1,1,15,114,110783,0.0000,1715,1662,59,48083.33,1,4,63
2054500,2,39,0,414.17,5250.00,1,1,21,120,92344,0.0000,1679,1610,59,24850.00,1,4,38
2060500,0,38,0,814.24,9800.00,1,1,15,94,55646,0.0000,1236,1225,47,39083.33,1,4,36
2065500,9,49,0,480.73,5312.50,1,1,22,141,134410,0.0000,2283,2159,71,34612.50,1,4,48
2067500,1,40,0,566.88,7312.50,1,1,17,117,89085,0.0000,1766,1702,59,34012.50,1,4,39
2068500,12,33,0,628.12,6700.00,1,1,18,96,62815,0.0000,1284,1246,47,30150.00,1,4,33
2071500,3,39,0,708.33,7500.00,2,2,23,96,73302,0.0000,1240,1219,46,34000.00,1,4,38
2071500,10,54,0,584.39,7500.00,2,2,16,144,118877,0.0000,2159,2038,70,42076.19,1,4,48
2075500,15,37,0,570.83,6100.00,1,1,20,96,68670,0.0000,1259,1243,47,27400.00,1,4,37
2077500,5,66,0,818.98,6100.00,1,1,16,143,152590,0.0000,2343,2242,71,58966.67,0,4,65
2080500,7,86,0,1150.28,8000.00,1,1,18,116,119883,0.0000,1732,1676,59,69016.67,0,4,65
2080500,6,50,0,521.53,6333.33,0,0,24,144,143346,0.0000,2160,2073,72,37550.00,1,4,50
2085500,14,56,0,462.22,4700.00,1,1,18,120,102125,0.0000,1873,1813,59,27733.33,1,4,44
2088500,4,48,0,707.50,8700.00,2,2,15,120,82110,0.0000,1739,1662,58,42450.00,1,4,44
2092000,11,52,0,632.59,6400.00,1,1,14,119,71128,0.0000,1652,1599,59,37955.13,1,4,41
2094500,13,70,0,645.56,5000.00,0,1,17,117,132949,0.0000,1920,1879,60,38733.33,1,4,67
2103500,8,43,0,480.28,6100.00,1,1,18,120,94325,0.0000,1758,1705,59,28816.67,1,4,43
2105000,2,73,0,796.25,5550.00,0,0,16,118,118289,0.0000,1750,1674,60,47775.00,0,4,64
2115500,9,54,0,564.81,5000.00,1,1,23,143,133168,0.0000,2337,2203,71,40666.67,1,4,44
2115500,0,23,0,457.64,6100.00,1,1,20,96,53214,0.0000,1259,1248,47,21966.67,1,4,23
2117500,1,32,0,637.62,7000.00,1,1,19,117,75498,0.0000,1798,1733,59,38257.14,0,4,31
2118500,12,47,0,639.58,8050.00,0,1,15,93,69941,0.0000,1332,1294,48,30700.00,1,4,48
2121500,10,93,0,883.80,7400.00,1,1,21,144,164278,0.0000,2247,2116,71,63633.33,1,4,78
2121500,3,26,0,688.19,5400.00,1,1,16,96,49401,0.0000,1267,1246,47,33033.33,1,4,27
2125500,15,38,0,577.08,5100.00,1,1,17,95,61811,0.0000,1297,1281,47,27700.00,0,4,38
2127500,5,57,0,590.90,4550.00,1,1,19,143,147508,0.0000,2400,2298,71,42544.44,1,4,56
2130500,7,31,0,465.00,5000.00,1,1,23,120,89638,0.0000,1763,1707,59,27900.00,1,4,31
2132500,6,72,0,645.37,5000.00,1,1,14,144,130695,0.0000,2231,2135,71,46466.67,1,4,62
2135500,14,37,0,477.78,4666.67,0,0,18,119,99008,0.0000,1911,1851,60,28666.67,0,4,38
2139000,4,70,0,659.17,5250.00,0,0,24,119,131946,0.0000,1809,1721,60,39550.00,1,4,59
2143500,11,34,0,516.03,4928.57,0,0,16,120,76048,0.0000,1687,1634,60,30961.90,1,4,35
2144500,13,35,0,630.00,6300.00,1,1,19,120,96706,0.0000,1954,1913,59,37800.00,1,4,34
2153500,8,56,0,835.56,8000.00,2,2,19,116,105672,0.0000,1813,1760,58,50133.33,1,4,55
2157500,2,51,0,590.83,4100.00,2,2,21,120,106994,0.0000,1799,1719,58,35450.00,1,4,45
2165500,9,63,0,601.27,6875.00,0,0,22,142,162947,0.0000,2400,2260,72,43291.67,0,4,57
2166500,0,39,0,657.29,5250.00,0,0,23,96,74915,0.0000,1299,1288,48,31550.00,1,4,40
2167500,1,60,0,634.17,5050.00,0,0,22,119,133946,0.0000,1859,1793,60,38050.00,1,4,60
2168500,12,34,0,556.94,5300.00,1,1,21,96,69447,0.0000,1365,1327,47,26733.33,1,4,33
2171500,10,76,0,769.68,4600.00,1,1,18,141,163793,0.0000,2321,2189,71,55416.67,0,4,73
2171500,3,15,0,460.42,5000.00,1,1,12,96,31345,0.0000,1282,1261,47,22100.00,1,4,15
2176500,15,20,0,405.21,4000.00,2,2,15,96,42601,0.0000,1316,1299,46,19450.00,1,4,18
2178500,5,80,0,724.31,5100.00,1,1,24,144,198984,0.0000,2480,2372,71,52150.00,1,4,74
2181500,7,37,0,565.00,6400.00,1,1,20,120,94929,0.0000,1800,1744,59,33900.00,1,4,37
2182500,6,103,0,680.15,5470.59,0,1,26,142,187825,0.0000,2333,2224,72,48970.59,1,4,89
2185500,14,81,0,680.14,5750.00,1,1,21,118,150880,0.0000,1991,1921,59,40808.33,1,4,70
2193500,11,36,0,658.89,6100.00,1,1,20,120,82604,0.0000,1722,1667,59,39533.33,1,4,33
2195500,4,51,0,655.56,6100.00,1,1,20,120,103015,0.0000,1859,1770,59,39333.33,1,4,49
2197500,13,59,0,665.56,7900.00,2,2,22,120,126155,0.0000,2012,1967,58,39933.33,1,4,54
2204500,8,45,0,766.11,5666.67,1,1,22,120,99937,0.0000,1859,1805,59,45966.67,1,4,45
2207500,2,40,0,643.21,6800.00,1,1,17,118,85338,0.0000,1840,1759,59,38592.86,1,4,40
2215500,9,59,0,576.62,6900.00,1,1,20,142,160188,0.0000,2458,2317,71,41516.67,0,4,57
2217000,0,37,0,576.04,4500.00,1,1,9,94,44296,0.0000,1326,1314,47,27650.00,1,4,26
2217500,1,46,0,567.22,6900.00,0,0,24,117,119781,0.0000,1905,1838,60,34033.33,1,4,45
2221500,10,57,0,568.75,4600.00,1,1,23,144,166560,0.0000,2378,2245,71,40950.00,1,4,57
2222000,3,24,0,358.33,4500.00,0,0,14,94,49664,0.0000,1307,1286,48,17200.00,1,4,25
2226500,15,50,0,645.31,5000.00,0,0,18,94,72824,0.0000,1368,1349,48,30975.00,1,4,50
2227500,12,26,0,482.64,5900.00,1,1,15,96,53673,0.0000,1391,1353,47,23166.67,1,4,26
2229500,5,71,0,658.80,5450.00,1,1,25,144,204785,0.0000,2551,2442,71,47433.33,1,4,70
2231500,7,30,0,534.44,5100.00,0,1,15,117,75622,0.0000,1831,1773,60,32066.67,1,4,29
2232500,6,48,0,577.20,5625.00,0,0,22,143,141528,0.0000,2381,2272,72,41558.33,0,4,48
2235500,14,38,0,471.11,5000.00,1,1,10,120,69847,0.0000,2029,1953,59,28266.67,1,4,32
2243500,11,31,0,441.67,4750.00,1,1,19,119,77421,0.0000,1753,1697,59,26500.00,0,4,30
2245500,4,46,0,493.89,5300.00,1,1,18,119,94787,0.0000,1905,1805,59,29633.33,1,4,35
2247500,13,20,0,326.94,4666.67,1,1,12,119,57384,0.0000,2033,1988,59,19616.67,0,4,21
2254500,8,42,0,630.56,5100.00,1,1,18,118,94999,0.0000,1901,1847,59,37833.33,1,4,42
2258500,2,55,0,549.40,4100.00,0,0,23,120,117810,0.0000,1896,1808,60,32964.10,1,4,49
2265500,9,34,0,601.16,5100.00,0,1,16,141,114443,0.0000,2493,2352,72,43283.33,1,4,35
2267500,1,38,0,513.33,6100.00,1,1,27,120,116991,0.0000,1942,1875,59,30800.00,1,4,37
2268500,0,36,0,786.46,6300.00,1,1,15,96,62564,0.0000,1362,1348,47,37750.00,1,4,34
2272000,3,34,0,797.92,7000.00,1,1,21,95,67800,0.0000,1340,1319,47,38300.00,1,4,33
2272500,10,106,0,516.20,6100.00,1,1,8,144,194724,0.0000,2419,2285,71,37166.67,1,4,44
2276500,15,36,0,469.94,5357.14,2,3,21,93,72383,0.0000,1402,1383,46,22557.14,1,4,34
2277500,12,30,0,651.04,6100.00,1,2,15,93,60227,0.0000,1421,1383,47,31250.00,1,4,30
2279500,5,46,0,544.91,5100.00,1,2,19,141,152886,0.0000,2597,2488,71,39233.33,1,4,46
2281500,7,46,0,773.61,5666.67,2,3,23,115,111092,0.0000,1875,1817,58,46416.67,1,4,44
2282500,6,57,0,693.06,6000.00,4,4,19,139,139927,0.0000,2434,2325,68,49900.00,1,4,53
2286500,14,38,0,497.50,5100.00,1,1,21,120,108463,0.0000,2067,1991,59,29850.00,1,4,38
2294500,11,41,0,555.00,5000.00,1,1,21,120,94497,0.0000,1794,1738,59,33300.00,1,4,41
2295500,4,56,0,633.33,6100.00,2,2,16,118,106050,0.0000,1957,1849,58,38000.00,1,4,44
2297500,13,42,0,541.39,5000.00,2,3,12,116,92353,0.0000,2073,2027,58,32483.33,0,4,39
2306500,8,45,0,795.28,6100.00,1,1,24,120,121513,0.0000,1946,1891,59,47716.67,1,4,44
2308500,2,42,0,590.83,5400.00,0,0,17,120,102515,0.0000,1938,1850,60,35450.00,1,4,42
2316000,9,72,0,633.10,5700.00,0,0,18,143,150005,0.0000,2556,2409,72,45583.33,1,4,57
2321500,1,58,0,697.50,7800.00,1,1,20,120,125443,0.0000,2000,1923,59,41850.00,1,4,48
2323500,10,64,0,625.00,6550.00,1,1,21,144,164454,0.0000,2483,2343,71,45000.00,1,4,58
2326500,3,23,0,324.48,5100.00,1,1,18,96,53261,0.0000,1363,1342,47,15575.00,1,4,23
2327500,12,38,0,755.03,6541.67,1,1,23,94,82703,0.0000,1459,1421,47,36241.67,1,4,38
2329500,5,40,0,557.41,6100.00,0,1,21,141,138048,0.0000,2638,2529,72,40133.33,1,4,41
2331500,7,35,0,784.17,6750.00,1,2,17,114,87983,0.0000,1911,1853,59,47050.00,1,4,36
2332500,6,54,0,758.56,8000.00,2,2,22,142,148320,0.0000,2490,2377,70,54616.67,0,4,52
2333500,0,39,0,617.36,5333.33,1,1,20,96,78033,0.0000,1401,1387,47,29633.33,1,4,39
2336500,15,30,0,723.26,7416.67,1,1,18,96,63030,0.0000,1433,1414,47,34716.67,1,4,31
2337500,14,31,0,521.67,5600.00,1,1,15,120,82335,0.0000,2098,2022,59,31300.00,1,4,31
2344500,11,27,0,636.67,5100.00,0,0,15,120,71869,0.0000,1822,1766,60,38200.00,1,4,28
2345500,4,31,0,558.61,5833.33,2,2,18,118,89507,0.0000,1988,1880,58,33516.67,1,4,31
2347500,13,60,0,768.61,6150.00,2,2,24,119,137508,0.0000,2133,2086,58,46116.67,1,4,59
2356500,8,51,0,788.89,6300.00,2,2,18,116,109047,0.0000,1996,1941,58,47333.33,0,4,50
2358500,2,46,0,634.58,6600.00,2,2,10,114,74714,0.0000,1982,1891,58,38075.00,0,4,41
2367500,9,54,0,628.47,5900.00,1,1,19,144,133823,0.0000,2609,2455,71,45250.00,1,4,46
2372500,1,61,0,738.06,5600.00,2,2,17,120,129085,0.0000,2060,1982,58,44283.33,1,4,59
2375500,10,52,0,478.70,4600.00,1,1,20,144,149390,0.0000,2535,2393,71,34466.67,1,4,50
2376500,3,36,0,808.33,7000.00,0,0,13,95,57207,0.0000,1400,1379,48,38800.00,0,4,37
2379500,5,65,0,705.70,5250.00,0,0,17,141,176589,0.0000,2702,2590,72,50810.61,0,4,61
2379500,12,61,0,1093.91,9300.00,1,1,22,96,94186,0.0000,1518,1477,47,52507.69,1,4,56
2381500,7,46,0,704.75,5500.00,0,0,20,116,110696,0.0000,1958,1900,60,42284.85,0,4,47
2382500,6,68,0,632.10,5000.00,2,3,22,139,171131,0.0000,2558,2444,70,45511.11,1,4,67
2384500,0,64,0,846.88,6100.00,0,0,19,96,89148,0.0000,1458,1438,48,40650.00,1,4,51
2386500,15,32,0,647.32,7500.00,1,1,15,94,61529,0.0000,1465,1446,47,31071.43,1,4,32
2387500,14,68,0,779.14,6100.00,2,2,16,117,129355,0.0000,2163,2080,58,46748.61,0,4,58
2394500,11,63,0,604.26,5233.33,0,1,16,116,107505,0.0000,1885,1820,60,36255.56,1,4,54
2395500,4,85,0,1024.82,7100.00,1,1,21,118,175564,0.0000,2074,1965,59,61489.29,1,4,85
2397500,13,56,0,656.85,4500.00,1,2,21,115,134982,0.0000,2190,2133,59,39411.11,1,4,47
2406500,8,56,0,1066.46,9500.00,1,1,26,120,151654,0.0000,2053,1997,59,63987.50,1,4,56
2410500,2,45,0,630.51,6000.00,1,1,26,120,126414,0.0000,2028,1937,59,37830.77,1,4,46
2417500,9,56,0,500.46,4200.00,1,1,14,144,146637,0.0000,2665,2510,71,36033.33,1,4,55
2422500,1,22,0,299.17,6000.00,2,2,14,118,69804,0.0000,2082,2004,58,17950.00,1,4,22
2425500,10,69,0,569.91,5100.00,1,1,23,144,187270,0.0000,2604,2461,71,41033.33,1,4,68
2429500,5,54,0,521.53,4500.00,0,0,21,142,161938,0.0000,2755,2640,72,37550.00,1,4,50
2429500,12,44,0,907.64,6100.00,0,0,13,94,71849,0.0000,1563,1522,48,43566.67,1,4,45
2432500,6,78,0,609.40,6900.00,0,0,23,143,195863,0.0000,2637,2511,72,43877.08,1,4,67
2434500,0,35,0,658.33,7000.00,0,0,19,96,75799,0.0000,1493,1473,48,31600.00,1,4,35
2435500,7,26,0,481.11,6100.00,1,1,17,120,72677,0.0000,1983,1925,59,28866.67,1,4,25
2435500,3,28,0,612.50,5100.00,1,1,20,96,65505,0.0000,1427,1406,47,29400.00,1,4,27
2437500,14,65,0,636.41,6666.67,1,1,21,118,149855,0.0000,2229,2143,59,38184.85,1,4,63
2437500,15,44,0,586.38,5346.15,1,1,18,96,74953,0.0000,1509,1490,47,28146.15,1,4,44
2444500,11,40,0,635.00,5500.00,1,1,17,119,86442,0.0000,1924,1856,59,38100.00,0,4,36
2446000,4,30,0,731.11,7500.00,0,0,16,120,87186,0.0000,2105,1995,60,43866.67,1,4,30
2447500,13,68,0,699.44,6000.00,2,2,22,120,162723,0.0000,2257,2200,58,41966.67,1,4,67
2456500,8,42,0,599.58,5100.00,1,2,15,115,106788,0.0000,2095,2038,59,35975.00,1,4,41
2460500,2,49,0,471.75,6033.33,0,1,22,115,127441,0.0000,2078,1986,60,28304.76,1,4,49
2467500,9,90,0,770.83,5850.00,1,1,19,143,181118,0.0000,2748,2582,71,55500.00,0,4,72
2472500,1,58,0,593.54,4600.00,1,1,28,115,154494,0.0000,2141,2062,59,35612.50,0,4,58
2476500,10,75,0,641.90,5900.00,1,1,18,144,177186,0.0000,2677,2524,71,46216.67,1,4,63
2479500,5,96,0,685.88,6250.00,0,0,24,144,203635,0.0000,2839,2713,72,49383.33,1,4,73
2482500,6,68,0,633.45,5000.00,1,1,18,143,173068,0.0000,2703,2576,71,45608.33,1,4,65
2482500,12,30,0,723.61,5500.00,1,1,19,96,73781,0.0000,1592,1551,47,34733.33,1,4,29
2485500,7,46,0,734.17,7300.00,0,1,20,117,124654,0.0000,2028,1969,60,44050.00,1,4,44
2486500,3,21,0,463.54,6300.00,1,1,17,96,53867,0.0000,1448,1427,47,22250.00,1,4,21
2487500,14,61,0,724.44,5000.00,3,4,20,117,143274,0.0000,2287,2198,57,43466.67,0,4,55
2487500,15,39,0,780.73,6000.00,1,1,15,94,70968,0.0000,1548,1528,47,37475.00,1,4,38
2491500,0,28,0,589.58,7500.00,1,1,12,96,53534,0.0000,1520,1500,47,28300.00,1,4,27
2496000,4,66,0,694.31,6500.00,1,1,18,114,143653,0.0000,2170,2060,59,41658.33,0,4,65
2497500,11,33,0,580.83,6300.00,1,1,19,120,91806,0.0000,1957,1889,59,34850.00,1,4,33
2499500,13,61,0,677.08,7500.00,1,1,17,120,138390,0.0000,2318,2253,59,40625.00,1,4,53
2506500,8,66,0,778.33,5500.00,1,1,20,120,159548,0.0000,2161,2102,59,46700.00,1,4,64
2510500,2,55,0,469.25,5100.00,1,1,27,118,146957,0.0000,2132,2039,59,28154.76,1,4,53
2517500,9,58,0,542.36,5100.00,0,0,20,143,156814,0.0000,2807,2640,72,39050.00,0,4,58
2522500,1,56,0,491.47,7100.00,1,1,22,117,144105,0.0000,2197,2118,59,29488.24,0,4,56
2526500,10,111,0,598.24,5842.11,1,2,19,141,228996,0.0000,2781,2613,71,43073.06,1,4,89
2529500,5,72,0,610.76,6100.00,1,1,18,138,178707,0.0000,2910,2783,71,43975.00,0,4,70
2533500,12,18,0,502.08,7600.00,1,1,13,96,46835,0.0000,1610,1569,47,24100.00,1,4,18
2534500,6,120,0,644.33,5400.00,2,2,19,144,236392,0.0000,2820,2669,70,46391.67,1,4,93
2535500,7,51,0,784.17,6900.00,1,1,18,120,105338,0.0000,2077,2005,59,47050.00,1,4,36
2536500,3,32,0,570.83,4100.00,2,2,18,96,67911,0.0000,1479,1458,46,27400.00,1,4,31
2537500,14,75,0,848.32,11600.00,1,1,19,120,162970,0.0000,2357,2258,59,50898.99,1,4,60
